algorithm	category	runtime	seed_size_step	seeds
kpm	module_identification	367.2908682823181	250	[49152, 81920, 131581, 86018, 110083, 179205, 50184, 116234, 188941, 73747, 165397, 53781, 113687, 147482, 23067, 63006, 38431, 53793, 45091, 120356, 108070, 186410, 127536, 27186, 93235, 124979, 124470, 86307, 169018, 172091, 106044, 105023, 123456, 119873, 69700, 20552, 164937, 3146, 96842, 24648, 6733, 3150, 6738, 34386, 75860, 70229, 110682, 171610, 57434, 41055, 147041, 158819, 151653, 127596, 101484, 20082, 175731, 148083, 54899, 76407, 190071, 179831, 187003, 127612, 52862, 111231, 142464, 145025, 122498, 100480, 118400, 149125, 128131, 65671, 42120, 142983, 125066, 159371, 137355, 83089, 25746, 149139, 126100, 77461, 109725, 157856, 48293, 184487, 125097, 114349, 60078, 127663, 147636, 105144, 89274, 8378, 178367, 177345, 116417, 69826, 35525, 73928, 45769, 67275, 146636, 158416, 118996, 97493, 8918, 120535, 119002, 122587, 101088, 128225, 119525, 9957, 60647, 62698, 187118, 133872, 173809, 54001, 149232, 22257, 122617, 128252, 13565, 42241, 109316, 83717, 51974, 172808, 59146, 94987, 141080, 68890, 87322, 141595, 128797, 100126, 159519, 121632, 11550, 142627, 167716, 57124, 188198, 108839, 34083, 128293, 125222, 124203, 60716, 126765, 60718, 126253, 126256, 9521, 138547, 63285, 181050, 162619, 81726, 35647, 135490, 159557, 36166, 122183, 166216, 179017, 845, 112467, 89939, 90453, 169815, 150873, 52570, 114524, 30046, 101732, 163174, 129383, 146280, 184681, 113002, 84842, 163176, 56449, 170862, 58223, 149872, 29040, 162671, 86387, 11635, 71540, 135542, 66414, 54648, 43896, 49530, 111482, 34170, 61309, 175483, 145279, 98688, 1921, 67444, 171395, 163204, 28549, 142729, 163209, 98698, 67468, 100749, 62352, 49553, 9621, 124825, 124827, 19867, 104349, 158622, 189854, 50080, 53666, 163235, 103855, 191408, 45489, 13747, 65972, 192949, 30644, 98742, 10680, 144824, 98231, 125890, 89032, 156617, 50633, 67018, 17363, 52181, 84442, 65500, 163807, 85472, 58343, 2535, 1513, 70634, 116713, 56297, 166385, 65011, 99829, 54776, 35324, 183805]
domino	module_identification	215.65550017356873	250	[49152, 81920, 131581, 86018, 110083, 179205, 50184, 116234, 188941, 73747, 165397, 53781, 113687, 147482, 23067, 63006, 38431, 53793, 45091, 120356, 108070, 186410, 127536, 27186, 93235, 124979, 124470, 86307, 169018, 172091, 106044, 105023, 123456, 119873, 69700, 20552, 164937, 3146, 96842, 24648, 6733, 3150, 6738, 34386, 75860, 70229, 110682, 171610, 57434, 41055, 147041, 158819, 151653, 127596, 101484, 20082, 175731, 148083, 54899, 76407, 190071, 179831, 187003, 127612, 52862, 111231, 142464, 145025, 122498, 100480, 118400, 149125, 128131, 65671, 42120, 142983, 125066, 159371, 137355, 83089, 25746, 149139, 126100, 77461, 109725, 157856, 48293, 184487, 125097, 114349, 60078, 127663, 147636, 105144, 89274, 8378, 178367, 177345, 116417, 69826, 35525, 73928, 45769, 67275, 146636, 158416, 118996, 97493, 8918, 120535, 119002, 122587, 101088, 128225, 119525, 9957, 60647, 62698, 187118, 133872, 173809, 54001, 149232, 22257, 122617, 128252, 13565, 42241, 109316, 83717, 51974, 172808, 59146, 94987, 141080, 68890, 87322, 141595, 128797, 100126, 159519, 121632, 11550, 142627, 167716, 57124, 188198, 108839, 34083, 128293, 125222, 124203, 60716, 126765, 60718, 126253, 126256, 9521, 138547, 63285, 181050, 162619, 81726, 35647, 135490, 159557, 36166, 122183, 166216, 179017, 845, 112467, 89939, 90453, 169815, 150873, 52570, 114524, 30046, 101732, 163174, 129383, 146280, 184681, 113002, 84842, 163176, 56449, 170862, 58223, 149872, 29040, 162671, 86387, 11635, 71540, 135542, 66414, 54648, 43896, 49530, 111482, 34170, 61309, 175483, 145279, 98688, 1921, 67444, 171395, 163204, 28549, 142729, 163209, 98698, 67468, 100749, 62352, 49553, 9621, 124825, 124827, 19867, 104349, 158622, 189854, 50080, 53666, 163235, 103855, 191408, 45489, 13747, 65972, 192949, 30644, 98742, 10680, 144824, 98231, 125890, 89032, 156617, 50633, 67018, 17363, 52181, 84442, 65500, 163807, 85472, 58343, 2535, 1513, 70634, 116713, 56297, 166385, 65011, 99829, 54776, 35324, 183805]
robust	module_identification	33.15741419792175	250	[49152, 81920, 131581, 86018, 110083, 179205, 50184, 116234, 188941, 73747, 165397, 53781, 113687, 147482, 23067, 63006, 38431, 53793, 45091, 120356, 108070, 186410, 127536, 27186, 93235, 124979, 124470, 86307, 169018, 172091, 106044, 105023, 123456, 119873, 69700, 20552, 164937, 3146, 96842, 24648, 6733, 3150, 6738, 34386, 75860, 70229, 110682, 171610, 57434, 41055, 147041, 158819, 151653, 127596, 101484, 20082, 175731, 148083, 54899, 76407, 190071, 179831, 187003, 127612, 52862, 111231, 142464, 145025, 122498, 100480, 118400, 149125, 128131, 65671, 42120, 142983, 125066, 159371, 137355, 83089, 25746, 149139, 126100, 77461, 109725, 157856, 48293, 184487, 125097, 114349, 60078, 127663, 147636, 105144, 89274, 8378, 178367, 177345, 116417, 69826, 35525, 73928, 45769, 67275, 146636, 158416, 118996, 97493, 8918, 120535, 119002, 122587, 101088, 128225, 119525, 9957, 60647, 62698, 187118, 133872, 173809, 54001, 149232, 22257, 122617, 128252, 13565, 42241, 109316, 83717, 51974, 172808, 59146, 94987, 141080, 68890, 87322, 141595, 128797, 100126, 159519, 121632, 11550, 142627, 167716, 57124, 188198, 108839, 34083, 128293, 125222, 124203, 60716, 126765, 60718, 126253, 126256, 9521, 138547, 63285, 181050, 162619, 81726, 35647, 135490, 159557, 36166, 122183, 166216, 179017, 845, 112467, 89939, 90453, 169815, 150873, 52570, 114524, 30046, 101732, 163174, 129383, 146280, 184681, 113002, 84842, 163176, 56449, 170862, 58223, 149872, 29040, 162671, 86387, 11635, 71540, 135542, 66414, 54648, 43896, 49530, 111482, 34170, 61309, 175483, 145279, 98688, 1921, 67444, 171395, 163204, 28549, 142729, 163209, 98698, 67468, 100749, 62352, 49553, 9621, 124825, 124827, 19867, 104349, 158622, 189854, 50080, 53666, 163235, 103855, 191408, 45489, 13747, 65972, 192949, 30644, 98742, 10680, 144824, 98231, 125890, 89032, 156617, 50633, 67018, 17363, 52181, 84442, 65500, 163807, 85472, 58343, 2535, 1513, 70634, 116713, 56297, 166385, 65011, 99829, 54776, 35324, 183805]
trustrank	drug_prioritization	5.6113121509552	250	[49152, 81920, 131581, 86018, 110083, 179205, 50184, 116234, 188941, 73747, 165397, 53781, 113687, 147482, 23067, 63006, 38431, 53793, 45091, 120356, 108070, 186410, 127536, 27186, 93235, 124979, 124470, 86307, 169018, 172091, 106044, 105023, 123456, 119873, 69700, 20552, 164937, 3146, 96842, 24648, 6733, 3150, 6738, 34386, 75860, 70229, 110682, 171610, 57434, 41055, 147041, 158819, 151653, 127596, 101484, 20082, 175731, 148083, 54899, 76407, 190071, 179831, 187003, 127612, 52862, 111231, 142464, 145025, 122498, 100480, 118400, 149125, 128131, 65671, 42120, 142983, 125066, 159371, 137355, 83089, 25746, 149139, 126100, 77461, 109725, 157856, 48293, 184487, 125097, 114349, 60078, 127663, 147636, 105144, 89274, 8378, 178367, 177345, 116417, 69826, 35525, 73928, 45769, 67275, 146636, 158416, 118996, 97493, 8918, 120535, 119002, 122587, 101088, 128225, 119525, 9957, 60647, 62698, 187118, 133872, 173809, 54001, 149232, 22257, 122617, 128252, 13565, 42241, 109316, 83717, 51974, 172808, 59146, 94987, 141080, 68890, 87322, 141595, 128797, 100126, 159519, 121632, 11550, 142627, 167716, 57124, 188198, 108839, 34083, 128293, 125222, 124203, 60716, 126765, 60718, 126253, 126256, 9521, 138547, 63285, 181050, 162619, 81726, 35647, 135490, 159557, 36166, 122183, 166216, 179017, 845, 112467, 89939, 90453, 169815, 150873, 52570, 114524, 30046, 101732, 163174, 129383, 146280, 184681, 113002, 84842, 163176, 56449, 170862, 58223, 149872, 29040, 162671, 86387, 11635, 71540, 135542, 66414, 54648, 43896, 49530, 111482, 34170, 61309, 175483, 145279, 98688, 1921, 67444, 171395, 163204, 28549, 142729, 163209, 98698, 67468, 100749, 62352, 49553, 9621, 124825, 124827, 19867, 104349, 158622, 189854, 50080, 53666, 163235, 103855, 191408, 45489, 13747, 65972, 192949, 30644, 98742, 10680, 144824, 98231, 125890, 89032, 156617, 50633, 67018, 17363, 52181, 84442, 65500, 163807, 85472, 58343, 2535, 1513, 70634, 116713, 56297, 166385, 65011, 99829, 54776, 35324, 183805]
centrality	drug_prioritization	26.947791814804077	250	[49152, 81920, 131581, 86018, 110083, 179205, 50184, 116234, 188941, 73747, 165397, 53781, 113687, 147482, 23067, 63006, 38431, 53793, 45091, 120356, 108070, 186410, 127536, 27186, 93235, 124979, 124470, 86307, 169018, 172091, 106044, 105023, 123456, 119873, 69700, 20552, 164937, 3146, 96842, 24648, 6733, 3150, 6738, 34386, 75860, 70229, 110682, 171610, 57434, 41055, 147041, 158819, 151653, 127596, 101484, 20082, 175731, 148083, 54899, 76407, 190071, 179831, 187003, 127612, 52862, 111231, 142464, 145025, 122498, 100480, 118400, 149125, 128131, 65671, 42120, 142983, 125066, 159371, 137355, 83089, 25746, 149139, 126100, 77461, 109725, 157856, 48293, 184487, 125097, 114349, 60078, 127663, 147636, 105144, 89274, 8378, 178367, 177345, 116417, 69826, 35525, 73928, 45769, 67275, 146636, 158416, 118996, 97493, 8918, 120535, 119002, 122587, 101088, 128225, 119525, 9957, 60647, 62698, 187118, 133872, 173809, 54001, 149232, 22257, 122617, 128252, 13565, 42241, 109316, 83717, 51974, 172808, 59146, 94987, 141080, 68890, 87322, 141595, 128797, 100126, 159519, 121632, 11550, 142627, 167716, 57124, 188198, 108839, 34083, 128293, 125222, 124203, 60716, 126765, 60718, 126253, 126256, 9521, 138547, 63285, 181050, 162619, 81726, 35647, 135490, 159557, 36166, 122183, 166216, 179017, 845, 112467, 89939, 90453, 169815, 150873, 52570, 114524, 30046, 101732, 163174, 129383, 146280, 184681, 113002, 84842, 163176, 56449, 170862, 58223, 149872, 29040, 162671, 86387, 11635, 71540, 135542, 66414, 54648, 43896, 49530, 111482, 34170, 61309, 175483, 145279, 98688, 1921, 67444, 171395, 163204, 28549, 142729, 163209, 98698, 67468, 100749, 62352, 49553, 9621, 124825, 124827, 19867, 104349, 158622, 189854, 50080, 53666, 163235, 103855, 191408, 45489, 13747, 65972, 192949, 30644, 98742, 10680, 144824, 98231, 125890, 89032, 156617, 50633, 67018, 17363, 52181, 84442, 65500, 163807, 85472, 58343, 2535, 1513, 70634, 116713, 56297, 166385, 65011, 99829, 54776, 35324, 183805]
diamond	module_identification	69.34225654602051	250	[86016, 98305, 18433, 179713, 134148, 93186, 104967, 50184, 91657, 60941, 53778, 73747, 110100, 63512, 94233, 39451, 183326, 58915, 120356, 57892, 178213, 31271, 29229, 128560, 9782, 169018, 98364, 154686, 123456, 116289, 43590, 136268, 56399, 113743, 23635, 182356, 40019, 184918, 172631, 57432, 105563, 85086, 16991, 136802, 164455, 124525, 164978, 45172, 13940, 36471, 177783, 142969, 190071, 93307, 56956, 182907, 181886, 118400, 65669, 118917, 65671, 37884, 114318, 8848, 83089, 34963, 149139, 124053, 74387, 31898, 22175, 7840, 157856, 117410, 48293, 154789, 63145, 118442, 187563, 39083, 176297, 30895, 65202, 175282, 55989, 99510, 37049, 186, 116411, 42689, 23234, 70851, 58052, 21701, 35525, 67269, 102593, 40650, 92875, 102092, 25805, 8910, 88783, 19155, 111317, 97493, 173271, 85208, 104672, 148707, 44261, 154345, 63210, 99051, 103657, 62701, 8436, 92405, 86779, 66302, 68862, 42241, 38148, 76037, 139526, 109316, 83206, 112900, 34064, 33042, 89367, 61725, 121632, 78627, 131364, 86307, 125222, 124210, 124211, 63284, 91444, 92667, 39223, 182586, 34108, 161084, 40767, 32576, 24896, 92991, 135490, 142662, 136520, 158025, 178504, 37710, 80206, 12630, 128342, 167257, 63321, 30043, 182108, 122201, 144734, 44895, 108387, 21352, 127338, 143725, 29039, 53106, 86387, 10612, 127862, 135545, 136571, 102269, 176510, 98688, 84355, 48003, 28549, 149385, 28042, 46473, 6028, 173453, 156043, 67468, 62352, 163217, 127369, 96661, 76693, 165783, 8091, 159134, 192415, 187808, 123809, 163234, 101285, 96680, 130984, 153002, 135084, 124848, 12207, 41904, 153008, 172978, 184243, 88499, 117173, 98742, 27063, 73656, 81337, 58807, 96188, 41404, 68030, 156617, 31177, 21451, 138698, 127437, 67018, 2002, 188372, 101332, 54228, 96728, 100312, 146906, 55774, 85472, 32736, 96737, 34276, 74726, 140774, 31208, 117228, 139758, 166383, 102895, 87026, 40949, 64502, 26104, 177147, 35324, 148990, 20991]
must	module_identification	5487.744855642319	250	[86016, 98305, 18433, 179713, 134148, 93186, 104967, 50184, 91657, 60941, 53778, 73747, 110100, 63512, 94233, 39451, 183326, 58915, 120356, 57892, 178213, 31271, 29229, 128560, 9782, 169018, 98364, 154686, 123456, 116289, 43590, 136268, 56399, 113743, 23635, 182356, 40019, 184918, 172631, 57432, 105563, 85086, 16991, 136802, 164455, 124525, 164978, 45172, 13940, 36471, 177783, 142969, 190071, 93307, 56956, 182907, 181886, 118400, 65669, 118917, 65671, 37884, 114318, 8848, 83089, 34963, 149139, 124053, 74387, 31898, 22175, 7840, 157856, 117410, 48293, 154789, 63145, 118442, 187563, 39083, 176297, 30895, 65202, 175282, 55989, 99510, 37049, 186, 116411, 42689, 23234, 70851, 58052, 21701, 35525, 67269, 102593, 40650, 92875, 102092, 25805, 8910, 88783, 19155, 111317, 97493, 173271, 85208, 104672, 148707, 44261, 154345, 63210, 99051, 103657, 62701, 8436, 92405, 86779, 66302, 68862, 42241, 38148, 76037, 139526, 109316, 83206, 112900, 34064, 33042, 89367, 61725, 121632, 78627, 131364, 86307, 125222, 124210, 124211, 63284, 91444, 92667, 39223, 182586, 34108, 161084, 40767, 32576, 24896, 92991, 135490, 142662, 136520, 158025, 178504, 37710, 80206, 12630, 128342, 167257, 63321, 30043, 182108, 122201, 144734, 44895, 108387, 21352, 127338, 143725, 29039, 53106, 86387, 10612, 127862, 135545, 136571, 102269, 176510, 98688, 84355, 48003, 28549, 149385, 28042, 46473, 6028, 173453, 156043, 67468, 62352, 163217, 127369, 96661, 76693, 165783, 8091, 159134, 192415, 187808, 123809, 163234, 101285, 96680, 130984, 153002, 135084, 124848, 12207, 41904, 153008, 172978, 184243, 88499, 117173, 98742, 27063, 73656, 81337, 58807, 96188, 41404, 68030, 156617, 31177, 21451, 138698, 127437, 67018, 2002, 188372, 101332, 54228, 96728, 100312, 146906, 55774, 85472, 32736, 96737, 34276, 74726, 140774, 31208, 117228, 139758, 166383, 102895, 87026, 40949, 64502, 26104, 177147, 35324, 148990, 20991]
kpm	module_identification	338.43935990333557	250	[86016, 98305, 18433, 179713, 134148, 93186, 104967, 50184, 91657, 60941, 53778, 73747, 110100, 63512, 94233, 39451, 183326, 58915, 120356, 57892, 178213, 31271, 29229, 128560, 9782, 169018, 98364, 154686, 123456, 116289, 43590, 136268, 56399, 113743, 23635, 182356, 40019, 184918, 172631, 57432, 105563, 85086, 16991, 136802, 164455, 124525, 164978, 45172, 13940, 36471, 177783, 142969, 190071, 93307, 56956, 182907, 181886, 118400, 65669, 118917, 65671, 37884, 114318, 8848, 83089, 34963, 149139, 124053, 74387, 31898, 22175, 7840, 157856, 117410, 48293, 154789, 63145, 118442, 187563, 39083, 176297, 30895, 65202, 175282, 55989, 99510, 37049, 186, 116411, 42689, 23234, 70851, 58052, 21701, 35525, 67269, 102593, 40650, 92875, 102092, 25805, 8910, 88783, 19155, 111317, 97493, 173271, 85208, 104672, 148707, 44261, 154345, 63210, 99051, 103657, 62701, 8436, 92405, 86779, 66302, 68862, 42241, 38148, 76037, 139526, 109316, 83206, 112900, 34064, 33042, 89367, 61725, 121632, 78627, 131364, 86307, 125222, 124210, 124211, 63284, 91444, 92667, 39223, 182586, 34108, 161084, 40767, 32576, 24896, 92991, 135490, 142662, 136520, 158025, 178504, 37710, 80206, 12630, 128342, 167257, 63321, 30043, 182108, 122201, 144734, 44895, 108387, 21352, 127338, 143725, 29039, 53106, 86387, 10612, 127862, 135545, 136571, 102269, 176510, 98688, 84355, 48003, 28549, 149385, 28042, 46473, 6028, 173453, 156043, 67468, 62352, 163217, 127369, 96661, 76693, 165783, 8091, 159134, 192415, 187808, 123809, 163234, 101285, 96680, 130984, 153002, 135084, 124848, 12207, 41904, 153008, 172978, 184243, 88499, 117173, 98742, 27063, 73656, 81337, 58807, 96188, 41404, 68030, 156617, 31177, 21451, 138698, 127437, 67018, 2002, 188372, 101332, 54228, 96728, 100312, 146906, 55774, 85472, 32736, 96737, 34276, 74726, 140774, 31208, 117228, 139758, 166383, 102895, 87026, 40949, 64502, 26104, 177147, 35324, 148990, 20991]
domino	module_identification	213.19398975372314	250	[86016, 98305, 18433, 179713, 134148, 93186, 104967, 50184, 91657, 60941, 53778, 73747, 110100, 63512, 94233, 39451, 183326, 58915, 120356, 57892, 178213, 31271, 29229, 128560, 9782, 169018, 98364, 154686, 123456, 116289, 43590, 136268, 56399, 113743, 23635, 182356, 40019, 184918, 172631, 57432, 105563, 85086, 16991, 136802, 164455, 124525, 164978, 45172, 13940, 36471, 177783, 142969, 190071, 93307, 56956, 182907, 181886, 118400, 65669, 118917, 65671, 37884, 114318, 8848, 83089, 34963, 149139, 124053, 74387, 31898, 22175, 7840, 157856, 117410, 48293, 154789, 63145, 118442, 187563, 39083, 176297, 30895, 65202, 175282, 55989, 99510, 37049, 186, 116411, 42689, 23234, 70851, 58052, 21701, 35525, 67269, 102593, 40650, 92875, 102092, 25805, 8910, 88783, 19155, 111317, 97493, 173271, 85208, 104672, 148707, 44261, 154345, 63210, 99051, 103657, 62701, 8436, 92405, 86779, 66302, 68862, 42241, 38148, 76037, 139526, 109316, 83206, 112900, 34064, 33042, 89367, 61725, 121632, 78627, 131364, 86307, 125222, 124210, 124211, 63284, 91444, 92667, 39223, 182586, 34108, 161084, 40767, 32576, 24896, 92991, 135490, 142662, 136520, 158025, 178504, 37710, 80206, 12630, 128342, 167257, 63321, 30043, 182108, 122201, 144734, 44895, 108387, 21352, 127338, 143725, 29039, 53106, 86387, 10612, 127862, 135545, 136571, 102269, 176510, 98688, 84355, 48003, 28549, 149385, 28042, 46473, 6028, 173453, 156043, 67468, 62352, 163217, 127369, 96661, 76693, 165783, 8091, 159134, 192415, 187808, 123809, 163234, 101285, 96680, 130984, 153002, 135084, 124848, 12207, 41904, 153008, 172978, 184243, 88499, 117173, 98742, 27063, 73656, 81337, 58807, 96188, 41404, 68030, 156617, 31177, 21451, 138698, 127437, 67018, 2002, 188372, 101332, 54228, 96728, 100312, 146906, 55774, 85472, 32736, 96737, 34276, 74726, 140774, 31208, 117228, 139758, 166383, 102895, 87026, 40949, 64502, 26104, 177147, 35324, 148990, 20991]
robust	module_identification	32.55478119850159	250	[86016, 98305, 18433, 179713, 134148, 93186, 104967, 50184, 91657, 60941, 53778, 73747, 110100, 63512, 94233, 39451, 183326, 58915, 120356, 57892, 178213, 31271, 29229, 128560, 9782, 169018, 98364, 154686, 123456, 116289, 43590, 136268, 56399, 113743, 23635, 182356, 40019, 184918, 172631, 57432, 105563, 85086, 16991, 136802, 164455, 124525, 164978, 45172, 13940, 36471, 177783, 142969, 190071, 93307, 56956, 182907, 181886, 118400, 65669, 118917, 65671, 37884, 114318, 8848, 83089, 34963, 149139, 124053, 74387, 31898, 22175, 7840, 157856, 117410, 48293, 154789, 63145, 118442, 187563, 39083, 176297, 30895, 65202, 175282, 55989, 99510, 37049, 186, 116411, 42689, 23234, 70851, 58052, 21701, 35525, 67269, 102593, 40650, 92875, 102092, 25805, 8910, 88783, 19155, 111317, 97493, 173271, 85208, 104672, 148707, 44261, 154345, 63210, 99051, 103657, 62701, 8436, 92405, 86779, 66302, 68862, 42241, 38148, 76037, 139526, 109316, 83206, 112900, 34064, 33042, 89367, 61725, 121632, 78627, 131364, 86307, 125222, 124210, 124211, 63284, 91444, 92667, 39223, 182586, 34108, 161084, 40767, 32576, 24896, 92991, 135490, 142662, 136520, 158025, 178504, 37710, 80206, 12630, 128342, 167257, 63321, 30043, 182108, 122201, 144734, 44895, 108387, 21352, 127338, 143725, 29039, 53106, 86387, 10612, 127862, 135545, 136571, 102269, 176510, 98688, 84355, 48003, 28549, 149385, 28042, 46473, 6028, 173453, 156043, 67468, 62352, 163217, 127369, 96661, 76693, 165783, 8091, 159134, 192415, 187808, 123809, 163234, 101285, 96680, 130984, 153002, 135084, 124848, 12207, 41904, 153008, 172978, 184243, 88499, 117173, 98742, 27063, 73656, 81337, 58807, 96188, 41404, 68030, 156617, 31177, 21451, 138698, 127437, 67018, 2002, 188372, 101332, 54228, 96728, 100312, 146906, 55774, 85472, 32736, 96737, 34276, 74726, 140774, 31208, 117228, 139758, 166383, 102895, 87026, 40949, 64502, 26104, 177147, 35324, 148990, 20991]
trustrank	drug_prioritization	6.139113903045654	250	[86016, 98305, 18433, 179713, 134148, 93186, 104967, 50184, 91657, 60941, 53778, 73747, 110100, 63512, 94233, 39451, 183326, 58915, 120356, 57892, 178213, 31271, 29229, 128560, 9782, 169018, 98364, 154686, 123456, 116289, 43590, 136268, 56399, 113743, 23635, 182356, 40019, 184918, 172631, 57432, 105563, 85086, 16991, 136802, 164455, 124525, 164978, 45172, 13940, 36471, 177783, 142969, 190071, 93307, 56956, 182907, 181886, 118400, 65669, 118917, 65671, 37884, 114318, 8848, 83089, 34963, 149139, 124053, 74387, 31898, 22175, 7840, 157856, 117410, 48293, 154789, 63145, 118442, 187563, 39083, 176297, 30895, 65202, 175282, 55989, 99510, 37049, 186, 116411, 42689, 23234, 70851, 58052, 21701, 35525, 67269, 102593, 40650, 92875, 102092, 25805, 8910, 88783, 19155, 111317, 97493, 173271, 85208, 104672, 148707, 44261, 154345, 63210, 99051, 103657, 62701, 8436, 92405, 86779, 66302, 68862, 42241, 38148, 76037, 139526, 109316, 83206, 112900, 34064, 33042, 89367, 61725, 121632, 78627, 131364, 86307, 125222, 124210, 124211, 63284, 91444, 92667, 39223, 182586, 34108, 161084, 40767, 32576, 24896, 92991, 135490, 142662, 136520, 158025, 178504, 37710, 80206, 12630, 128342, 167257, 63321, 30043, 182108, 122201, 144734, 44895, 108387, 21352, 127338, 143725, 29039, 53106, 86387, 10612, 127862, 135545, 136571, 102269, 176510, 98688, 84355, 48003, 28549, 149385, 28042, 46473, 6028, 173453, 156043, 67468, 62352, 163217, 127369, 96661, 76693, 165783, 8091, 159134, 192415, 187808, 123809, 163234, 101285, 96680, 130984, 153002, 135084, 124848, 12207, 41904, 153008, 172978, 184243, 88499, 117173, 98742, 27063, 73656, 81337, 58807, 96188, 41404, 68030, 156617, 31177, 21451, 138698, 127437, 67018, 2002, 188372, 101332, 54228, 96728, 100312, 146906, 55774, 85472, 32736, 96737, 34276, 74726, 140774, 31208, 117228, 139758, 166383, 102895, 87026, 40949, 64502, 26104, 177147, 35324, 148990, 20991]
centrality	drug_prioritization	25.0386483669281	250	[86016, 98305, 18433, 179713, 134148, 93186, 104967, 50184, 91657, 60941, 53778, 73747, 110100, 63512, 94233, 39451, 183326, 58915, 120356, 57892, 178213, 31271, 29229, 128560, 9782, 169018, 98364, 154686, 123456, 116289, 43590, 136268, 56399, 113743, 23635, 182356, 40019, 184918, 172631, 57432, 105563, 85086, 16991, 136802, 164455, 124525, 164978, 45172, 13940, 36471, 177783, 142969, 190071, 93307, 56956, 182907, 181886, 118400, 65669, 118917, 65671, 37884, 114318, 8848, 83089, 34963, 149139, 124053, 74387, 31898, 22175, 7840, 157856, 117410, 48293, 154789, 63145, 118442, 187563, 39083, 176297, 30895, 65202, 175282, 55989, 99510, 37049, 186, 116411, 42689, 23234, 70851, 58052, 21701, 35525, 67269, 102593, 40650, 92875, 102092, 25805, 8910, 88783, 19155, 111317, 97493, 173271, 85208, 104672, 148707, 44261, 154345, 63210, 99051, 103657, 62701, 8436, 92405, 86779, 66302, 68862, 42241, 38148, 76037, 139526, 109316, 83206, 112900, 34064, 33042, 89367, 61725, 121632, 78627, 131364, 86307, 125222, 124210, 124211, 63284, 91444, 92667, 39223, 182586, 34108, 161084, 40767, 32576, 24896, 92991, 135490, 142662, 136520, 158025, 178504, 37710, 80206, 12630, 128342, 167257, 63321, 30043, 182108, 122201, 144734, 44895, 108387, 21352, 127338, 143725, 29039, 53106, 86387, 10612, 127862, 135545, 136571, 102269, 176510, 98688, 84355, 48003, 28549, 149385, 28042, 46473, 6028, 173453, 156043, 67468, 62352, 163217, 127369, 96661, 76693, 165783, 8091, 159134, 192415, 187808, 123809, 163234, 101285, 96680, 130984, 153002, 135084, 124848, 12207, 41904, 153008, 172978, 184243, 88499, 117173, 98742, 27063, 73656, 81337, 58807, 96188, 41404, 68030, 156617, 31177, 21451, 138698, 127437, 67018, 2002, 188372, 101332, 54228, 96728, 100312, 146906, 55774, 85472, 32736, 96737, 34276, 74726, 140774, 31208, 117228, 139758, 166383, 102895, 87026, 40949, 64502, 26104, 177147, 35324, 148990, 20991]
diamond	module_identification	53.338531732559204	250	[49152, 81920, 131581, 86018, 110083, 179205, 50184, 116234, 188941, 73747, 165397, 53781, 113687, 147482, 23067, 63006, 38431, 53793, 45091, 120356, 108070, 186410, 127536, 27186, 93235, 124979, 124470, 86307, 169018, 172091, 106044, 105023, 123456, 119873, 69700, 20552, 164937, 3146, 96842, 24648, 6733, 3150, 6738, 34386, 75860, 70229, 110682, 171610, 57434, 41055, 147041, 158819, 151653, 127596, 101484, 20082, 175731, 148083, 54899, 76407, 190071, 179831, 187003, 127612, 52862, 111231, 142464, 145025, 122498, 100480, 118400, 149125, 128131, 65671, 42120, 142983, 125066, 159371, 137355, 83089, 25746, 149139, 126100, 77461, 109725, 157856, 48293, 184487, 125097, 114349, 60078, 127663, 147636, 105144, 89274, 8378, 178367, 177345, 116417, 69826, 35525, 73928, 45769, 67275, 146636, 158416, 118996, 97493, 8918, 120535, 119002, 122587, 101088, 128225, 119525, 9957, 60647, 62698, 187118, 133872, 173809, 54001, 149232, 22257, 122617, 128252, 13565, 42241, 109316, 83717, 51974, 172808, 59146, 94987, 141080, 68890, 87322, 141595, 128797, 100126, 159519, 121632, 11550, 142627, 167716, 57124, 188198, 108839, 34083, 128293, 125222, 124203, 60716, 126765, 60718, 126253, 126256, 9521, 138547, 148276, 63285, 181050, 162619, 81726, 35647, 135490, 159557, 36166, 122183, 166216, 179017, 845, 112467, 89939, 90453, 169815, 150873, 52570, 114524, 30046, 101732, 163174, 129383, 146280, 184681, 113002, 84842, 163176, 56449, 170862, 58223, 149872, 29040, 162671, 86387, 11635, 71540, 135542, 66414, 54648, 43896, 49530, 111482, 34170, 61309, 175483, 145279, 98688, 1921, 67444, 171395, 163204, 28549, 142729, 163209, 98698, 67468, 100749, 62352, 49553, 9621, 124825, 124827, 19867, 104349, 158622, 189854, 50080, 53666, 163235, 103855, 191408, 45489, 13747, 65972, 192949, 30644, 98742, 10680, 144824, 98231, 125890, 89032, 156617, 50633, 67018, 17363, 52181, 84442, 65500, 163807, 85472, 58343, 2535, 1513, 70634, 116713, 56297, 166385, 65011, 99829, 54776, 35324, 183805]
