#EntrezID
149139
98963
45335
32795
41115
48412
68895
27552
10280
63146
11055
101367
124468
112949
19765
55348
36413
62271
15296
167502
2898
105812
189909
114133
187738
42458
128220
39261
93150
84698
100579
108387
154343
155368
135144
162667
38508
50797
44780
156781
87025
48241
142967
45306
149244
67967
